,index,0,1,Digit
1640,1640,32.343716,11.321539,9
1641,1641,-17.420637,0.91326547,5
1642,1642,24.367971,-9.444181,2
1643,1643,-6.8495965,-48.420406,1
1644,1644,21.524927,-27.527359,2
1645,1645,29.922226,11.535537,9
1646,1646,-23.873985,-33.864647,1
1647,1647,10.59891,19.13984,9
1648,1648,13.659667,21.88693,9
1649,1649,32.60649,32.633324,4
1650,1650,44.353004,-12.544313,0
1651,1651,-4.401774,7.048406,8
1652,1652,36.517147,23.0986,4
1653,1653,-28.208641,-5.4846334,5
1654,1654,9.053299,-12.512704,2
1655,1655,34.54078,14.283563,9
1656,1656,16.146017,-30.353441,2
1657,1657,1.2022629,-47.45137,1
1658,1658,14.936473,-25.822254,2
1659,1659,-7.318918,-41.90547,1
1660,1660,-18.921265,25.75311,7
1661,1661,0.7866075,-14.141206,3
1662,1662,-41.23694,7.2295938,6
1663,1663,2.5246873,3.1381624,8
1664,1664,-3.7888806,-1.6517382,8
1665,1665,27.701624,23.912994,4
1666,1666,24.679676,14.606109,9
1667,1667,10.232098,-40.55837,1
1668,1668,18.367176,10.959358,9
1669,1669,-5.137168,0.61881196,8
1670,1670,-22.378487,1.2208405,5
1671,1671,3.284915,45.083645,7
1672,1672,-24.082159,3.6582634,5
1673,1673,7.127561,-44.95079,1
1674,1674,11.785953,-49.27386,1
1675,1675,-12.554496,5.8698306,8
1676,1676,-35.07843,-9.857129,6
1677,1677,-21.46071,4.2186904,5
1678,1678,19.333652,-19.01638,2
1679,1679,38.40323,26.538038,4
1680,1680,19.631088,34.68242,4
1681,1681,-14.519673,43.824997,3
1682,1682,28.776756,-9.61848,2
1683,1683,-4.789787,-16.149162,3
1684,1684,-24.707045,7.0186443,5
1685,1685,-40.170273,10.726674,6
1686,1686,-2.4312518,-4.696261,8
1687,1687,-5.7630577,6.087135,8
1688,1688,-37.765503,-15.097007,6
1689,1689,16.917456,-18.75932,2
1690,1690,-9.6386595,-25.408556,3
1691,1691,20.589684,-39.49025,1
1692,1692,50.787975,-0.43322217,0
1693,1693,-27.132034,-1.3819913,5
1694,1694,-3.8084757,-0.9142211,8
1695,1695,1.1226503,27.409672,9
1696,1696,6.199953,-7.388336,2
1697,1697,6.780125,22.640816,9
1698,1698,-44.10922,18.54107,6
1699,1699,-1.9043839,40.40201,7
1700,1700,49.71493,-6.705358,0
1701,1701,18.127533,27.786875,4
1702,1702,-4.129931,-0.781892,8
1703,1703,-12.900576,32.190945,7
1704,1704,-1.9315689,-45.27275,1
1705,1705,-6.945432,35.929268,7
1706,1706,37.60835,26.21968,4
1707,1707,21.208115,-44.166695,1
1708,1708,49.340614,0.35902053,0
1709,1709,-13.859273,-20.41747,9
1710,1710,-13.213611,35.957714,7
1711,1711,23.911797,-25.97154,2
1712,1712,44.81169,-0.25727,0
1713,1713,47.76651,-14.509135,0
1714,1714,20.722542,7.852331,9
1715,1715,12.005305,-50.035,1
1716,1716,-18.687172,24.946558,7
1717,1717,-11.278504,-8.217352,8
1718,1718,28.981358,11.350387,7
1719,1719,-4.8603187,6.14149,8
1720,1720,40.172737,29.458078,4
1721,1721,11.599067,23.690447,7
1722,1722,6.905886,-5.785484,2
1723,1723,44.188984,-13.693208,0
1724,1724,39.604557,30.564734,4
1725,1725,-36.50095,-14.123246,6
1726,1726,46.304848,0.028854122,0
1727,1727,7.8190084,-20.041658,3
1728,1728,8.893928,-45.181385,1
1729,1729,-16.427095,-43.449818,1
1730,1730,-13.832377,-13.0378065,3
1731,1731,-10.945015,-30.556452,3
1732,1732,18.300182,12.095182,9
1733,1733,-42.029545,19.543848,6
1734,1734,-9.539066,49.33976,7
1735,1735,25.848011,23.168423,4
1736,1736,7.31173,-47.041256,1
1737,1737,-18.774881,-20.484312,5
1738,1738,-8.9868965,-24.55613,3
1739,1739,39.984684,-19.075657,0
1740,1740,-14.359823,5.570498,8
1741,1741,-10.713565,28.197409,7
1742,1742,-8.871528,-24.44705,3
1743,1743,14.933603,13.456788,9
1744,1744,-41.677483,8.799757,6
1745,1745,9.43923,16.05827,9
1746,1746,-18.158394,-22.283478,3
1747,1747,-22.65697,13.909271,5
1748,1748,35.651978,4.3557005,0
1749,1749,24.585756,-22.427784,2
1750,1750,-2.0821924,31.01413,7
1751,1751,22.11585,21.335403,4
1752,1752,-25.032537,-9.681913,5
1753,1753,16.743567,-46.93593,1
1754,1754,-7.110098,28.594471,7
1755,1755,-31.220692,-7.814258,5
1756,1756,-10.089196,6.4842777,8
1757,1757,36.46601,-22.610464,0
1758,1758,-8.154755,-2.9432268,8
1759,1759,-19.27322,20.667534,8
1760,1760,10.173648,-38.23221,1
1761,1761,-23.915949,5.4199514,5
1762,1762,46.452732,-22.201294,0
1763,1763,1.3462534,-12.340452,3
1764,1764,45.48079,-17.96977,0
1765,1765,-13.802723,-20.282907,3
1766,1766,-23.348303,-35.892864,1
1767,1767,22.370735,19.950615,4
1768,1768,41.23206,-8.006308,0
1769,1769,-3.5502138,-21.504265,3
1770,1770,-21.287895,27.989826,7
1771,1771,17.555643,-22.579983,2
1772,1772,5.773587,49.581337,7
1773,1773,-3.0169077,-48.604282,1
1774,1774,-13.297774,2.1682556,8
1775,1775,53.92391,-5.756887,0
1776,1776,-9.790366,31.191393,7
1777,1777,46.408875,-12.609893,0
1778,1778,35.478905,23.379082,4
1779,1779,-11.6751375,-26.34585,3
1780,1780,-6.4151397,-51.72841,1
1781,1781,23.150278,16.022184,9
1782,1782,6.7196193,1.8890438,8
1783,1783,0.5206947,45.520657,7
1784,1784,-11.393456,34.86805,7
1785,1785,20.626492,-39.640636,1
1786,1786,13.274847,33.12634,4
1787,1787,27.515142,11.962659,9
1788,1788,18.352306,15.680443,9
1789,1789,-11.907654,-22.752129,3
1790,1790,-4.400556,47.10598,2
1791,1791,-3.737191,-47.547638,1
1792,1792,-2.3103557,30.635912,7
1793,1793,32.959686,9.3058815,9
1794,1794,37.330845,-8.012553,0
1795,1795,21.875654,-14.66784,2
1796,1796,50.78159,-0.85867417,0
1797,1797,-15.107522,-26.399797,3
1798,1798,-12.845445,-18.823992,3
1799,1799,-6.5418916,36.80639,7
1800,1800,-49.00799,13.852297,6
1801,1801,33.992443,9.183231,9
1802,1802,18.474573,-6.8961334,2
1803,1803,-9.219017,-18.425842,3
1804,1804,-3.3556511,-14.836004,3
1805,1805,-0.6905737,47.468845,7
1806,1806,-5.68864,32.446373,7
1807,1807,47.112637,4.4558554,0
1808,1808,33.036274,2.404982,0
1809,1809,-7.480093,31.063856,7
1810,1810,-22.327097,-17.356462,5
1811,1811,25.851799,-12.896412,2
1812,1812,24.961182,12.885471,9
1813,1813,-12.527606,-9.020544,8
1814,1814,-30.09328,29.727655,7
1815,1815,36.127434,25.034325,4
1816,1816,27.500298,34.220875,4
1817,1817,23.4457,-29.786058,2
1818,1818,-42.139435,-1.2250988,6
1819,1819,-34.0255,-6.6659026,6
1820,1820,-26.375488,-32.53549,1
1821,1821,28.271347,10.098983,9
1822,1822,-43.705093,9.473306,6
1823,1823,-3.6887372,7.449165,8
1824,1824,23.735247,-23.316195,2
1825,1825,16.896881,17.887812,9
1826,1826,44.08098,-3.7390776,0
1827,1827,0.6920354,-0.02788679,8
1828,1828,-13.147282,-22.830683,3
1829,1829,4.068099,-45.795074,1
1830,1830,-4.584842,-44.811165,1
1831,1831,-48.251793,-3.3496745,6
1832,1832,1.0286101,-26.371212,3
1833,1833,-24.212055,-6.1715217,5
1834,1834,0.5571604,-40.744957,1
1835,1835,14.068153,-50.023254,1
1836,1836,-4.335731,-43.846256,1
1837,1837,-8.687376,-22.953539,3
1838,1838,-27.20025,-40.122864,1
1839,1839,17.325392,-24.127844,2
1840,1840,-17.75704,-24.297327,3
1841,1841,48.547176,-19.595,0
1842,1842,25.190935,-26.174278,2
1843,1843,41.219788,-20.790068,0
1844,1844,-0.88908,-43.093777,1
1845,1845,-3.7027767,-14.6922245,3
1846,1846,-18.645027,-2.546893,5
1847,1847,-19.816223,-13.356487,5
1848,1848,-21.818626,32.28136,7
1849,1849,17.744125,42.950047,4
1850,1850,4.457929,4.0479264,8
1851,1851,16.447958,19.611435,9
1852,1852,-38.26208,-12.076708,6
1853,1853,26.168718,11.6871805,9
1854,1854,-40.870373,15.689764,6
1855,1855,-1.2724705,-1.0245163,8
1856,1856,-5.557369,-10.897284,3
1857,1857,-44.11675,11.054973,6
1858,1858,-46.298042,5.698028,6
1859,1859,-8.200787,17.765465,8
1860,1860,-26.251421,-8.538127,5
1861,1861,17.473917,-41.122707,1
1862,1862,33.08542,22.676617,4
1863,1863,13.750095,-12.270405,2
1864,1864,28.060541,27.566769,4
1865,1865,14.732678,28.524048,4
1866,1866,-25.992632,-13.003818,5
1867,1867,0.9557908,-45.73103,1
1868,1868,-35.99279,-29.662075,1
1869,1869,20.79643,12.616579,9
1870,1870,43.656918,0.7389167,0
1871,1871,19.33056,-25.97075,2
1872,1872,28.012444,27.738182,4
1873,1873,23.291756,11.181981,9
1874,1874,-20.812025,-11.511332,5
1875,1875,0.46872765,46.198833,7
1876,1876,-1.4793097,-42.65593,1
1877,1877,-8.630685,6.405078,8
1878,1878,-11.965621,-22.76535,8
1879,1879,-24.112446,1.6481801,5
1880,1880,-46.300327,12.141494,6
1881,1881,13.388134,20.018131,9
1882,1882,-5.036503,-6.7474403,8
1883,1883,3.5415976,45.471745,7
1884,1884,-0.5664522,-40.090443,1
1885,1885,-32.298283,-34.428337,1
1886,1886,-38.492214,-19.554121,6
1887,1887,-1.5381627,43.1973,7
1888,1888,-36.374435,-14.588248,6
1889,1889,-15.227611,-22.796846,3
1890,1890,18.057335,-15.479851,2
1891,1891,22.885197,-15.207185,2
1892,1892,51.184555,-4.050298,0
1893,1893,-0.4046036,-2.6932507,8
1894,1894,9.913736,22.961676,9
1895,1895,21.160872,-11.259579,2
1896,1896,-17.904058,-10.755919,5
1897,1897,-4.198683,-43.498455,1
1898,1898,53.086765,-3.3438773,0
1899,1899,1.3859074,-2.8615708,8
1900,1900,-30.120226,-26.917171,1
1901,1901,20.765194,26.616653,9
1902,1902,-24.879492,-9.60722,5
1903,1903,5.6544156,-6.688469,7
1904,1904,16.248495,19.890963,9
1905,1905,-40.758083,-0.9307581,6
1906,1906,12.217178,15.4169235,9
1907,1907,41.137264,-17.333443,0
1908,1908,-39.976757,-15.544242,6
1909,1909,-0.8357998,-37.943092,1
1910,1910,-25.473373,-10.579365,5
1911,1911,-20.992489,7.233862,5
1912,1912,-15.291921,12.852072,8
1913,1913,-8.0362215,-24.267448,3
1914,1914,-1.8444831,4.366564,8
1915,1915,16.619738,-24.919107,2
1916,1916,-36.272186,-16.553503,6
1917,1917,-18.921722,-4.901465,5
1918,1918,35.642773,-20.65041,0
1919,1919,-7.5989113,36.23431,7
1920,1920,19.47748,21.006607,4
1921,1921,-50.983917,11.385944,6
1922,1922,-8.604961,-43.654957,1
1923,1923,-16.520237,-25.03957,3
1924,1924,36.1165,20.531078,4
1925,1925,-5.6289515,37.40981,7
1926,1926,-15.79603,-19.135475,3
1927,1927,19.247633,-26.992588,2
1928,1928,-2.3762078,-10.175024,3
1929,1929,25.0978,26.825325,4
1930,1930,20.936737,-7.7468114,2
1931,1931,-26.90776,-10.530486,5
1932,1932,11.690061,-13.957392,2
1933,1933,-7.2939553,28.435955,7
1934,1934,13.584924,-46.781796,1
1935,1935,-12.0664215,36.96757,7
1936,1936,24.196722,-17.49853,2
1937,1937,-37.02394,-12.123765,6
1938,1938,39.595215,32.024563,4
1939,1939,15.510758,-48.037483,1
1940,1940,-22.649477,14.048005,5
1941,1941,11.009429,0.69529945,7
1942,1942,-3.4572742,8.273557,8
1943,1943,-37.855972,-17.410501,6
1944,1944,43.243176,5.1991563,0
1945,1945,-18.820616,-41.90351,1
1946,1946,-10.542242,13.117689,8
1947,1947,10.834768,-13.190183,2
1948,1948,-17.794386,4.9323654,5
1949,1949,-21.436567,35.43488,7
1950,1950,-7.0840735,44.292435,7
1951,1951,-42.341293,-6.298375,6
1952,1952,7.4015207,1.275969,9
1953,1953,-8.025368,-20.982052,3
1954,1954,-18.511509,-11.639487,5
1955,1955,24.945904,-30.203634,8
1956,1956,22.832872,20.812778,4
1957,1957,14.301996,-7.6326504,2
1958,1958,36.39389,26.496458,4
1959,1959,35.62426,-22.030012,0
1960,1960,-3.5979035,6.2460546,8
1961,1961,-15.030706,9.319541,8
1962,1962,-1.2544899,-18.896296,3
1963,1963,33.042496,30.026123,4
1964,1964,16.617563,15.580121,9
1965,1965,13.955635,-18.415974,2
1966,1966,-12.942605,48.06756,7
1967,1967,-22.388306,-3.056699,5
1968,1968,-5.6378436,4.86072,8
1969,1969,-46.12798,0.41981122,6
1970,1970,-20.248299,-10.404782,5
1971,1971,-43.467487,-10.082213,6
1972,1972,41.47706,-9.804461,0
1973,1973,-10.672673,-6.244211,8
1974,1974,-40.14207,-2.0286517,6
1975,1975,-16.179516,43.0574,7
1976,1976,-8.644919,-21.431812,3
1977,1977,-40.432472,16.243101,6
1978,1978,37.52453,26.184631,4
1979,1979,26.38445,14.637756,9
1980,1980,30.477797,33.7785,4
1981,1981,-44.175655,-0.26853767,6
1982,1982,-41.162323,-21.291582,6
1983,1983,-3.1383765,-25.020115,3
1984,1984,45.561283,-13.070029,2
1985,1985,25.244944,27.943268,4
1986,1986,14.245549,-42.581856,1
1987,1987,43.325478,5.9349327,0
1988,1988,9.0989,-46.435917,1
1989,1989,21.294804,21.540464,4
1990,1990,-45.32338,-8.107428,6
1991,1991,22.17134,-16.830284,2
1992,1992,2.0650342,23.83664,9
1993,1993,-32.81538,-28.25656,1
1994,1994,5.3361487,-43.390656,1
1995,1995,49.601303,-5.6289315,0
1996,1996,-39.082973,7.9961915,6
1997,1997,-7.3085575,-19.705717,3
1998,1998,21.75618,15.455854,9
1999,1999,-20.55125,-3.6347263,5
2000,2000,-40.689842,-5.131985,6
2001,2001,-17.651556,-3.8351011,5
2002,2002,-43.998493,-4.9600153,6
2003,2003,-25.772789,1.1216512,5
2004,2004,0.70658785,-7.801808,8
2005,2005,38.95608,31.934006,4
2006,2006,-40.05711,10.6752615,6
2007,2007,31.442879,22.089283,4
2008,2008,-1.060482,-13.526831,3
2009,2009,34.974464,9.581743,9
2010,2010,21.16276,-44.66249,1
2011,2011,0.40346172,-8.964076,3
2012,2012,27.64596,27.421907,4
2013,2013,19.497702,-45.735844,1
2014,2014,21.072567,14.5029955,9
2015,2015,13.173182,-45.96792,1
2016,2016,14.801302,-8.15094,7
2017,2017,6.183816,-41.478657,1
2018,2018,9.674879,-38.915157,1
2019,2019,9.231741,20.552923,9
2020,2020,-6.076728,-19.184978,3
2021,2021,-19.31074,3.8086486,5
2022,2022,33.031204,25.12399,4
2023,2023,52.96595,-4.2717357,0
2024,2024,2.3690603,38.724934,7
2025,2025,-11.419166,-23.639566,3
2026,2026,-45.272984,-9.6653805,6
2027,2027,9.271846,-48.89451,1
2028,2028,-30.362627,29.976416,7
2029,2029,-24.93906,-9.099439,5
2030,2030,-18.09766,-4.4415903,5
2031,2031,-9.261603,-14.360101,3
2032,2032,-10.266084,-19.566053,3
2033,2033,30.248865,-5.933549,0
2034,2034,9.803069,-45.504223,1
2035,2035,-0.48108473,-26.562248,5
2036,2036,-6.6091933,42.86922,7
2037,2037,-22.920414,-17.49149,5
2038,2038,-6.283394,5.6780796,8
2039,2039,-46.129288,14.799549,6
2040,2040,-17.82104,4.616873,5
2041,2041,7.908765,-44.96581,1
2042,2042,41.334637,-16.312342,0
2043,2043,-3.109803,24.940563,4
2044,2044,-25.321804,31.203445,2
2045,2045,-5.5971675,-18.23127,3
2046,2046,28.474352,26.88185,4
2047,2047,-51.15175,-8.202819,6
2048,2048,2.6398792,46.619675,7
2049,2049,21.097239,16.484346,9
2050,2050,-1.4409782,6.6823206,8
2051,2051,-18.06125,-47.36361,1
2052,2052,-14.410808,22.33805,8
2053,2053,16.459126,25.63523,4
2054,2054,3.0285769,21.117552,9
2055,2055,22.791016,-4.642574,2
2056,2056,-10.463877,2.6685174,8
2057,2057,-43.310028,20.644724,6
2058,2058,20.789314,-20.944918,2
2059,2059,-5.060427,34.55051,7
2060,2060,49.914764,-18.148247,0
2061,2061,39.9351,-22.344425,0
2062,2062,-42.814186,14.453383,6
2063,2063,3.5959785,-50.202175,7
2064,2064,-18.625761,-0.21260405,5
2065,2065,-0.22223087,0.7207738,8
2066,2066,-36.02956,-5.927394,6
2067,2067,30.906649,-17.46858,0
2068,2068,30.714128,8.484274,9
2069,2069,-17.535984,-24.238176,3
2070,2070,15.234291,24.927473,7
2071,2071,20.176403,-44.317543,1
2072,2072,-12.986847,-17.471342,3
2073,2073,-21.254066,-12.312911,5
2074,2074,30.981758,37.602024,4
2075,2075,-12.816404,-27.51713,3
2076,2076,-2.2630513,-12.92045,3
2077,2077,-23.350025,-12.752766,5
2078,2078,-29.459427,4.861058,5
2079,2079,-37.210957,-14.395399,6
2080,2080,6.7424107,-19.795485,3
2081,2081,37.361034,-18.434404,0
2082,2082,20.025585,-28.301722,2
2083,2083,-11.974733,-25.653429,3
2084,2084,42.978935,19.81485,4
2085,2085,20.28589,-26.34618,2
2086,2086,0.0125272,-15.575134,3
2087,2087,37.029423,-13.937227,0
2088,2088,26.151106,8.363952,9
2089,2089,18.242128,17.954823,9
2090,2090,16.012766,25.482906,4
2091,2091,1.8616613,47.334454,7
2092,2092,18.419353,-28.160143,2
2093,2093,-18.854353,17.735825,8
2094,2094,20.826773,31.22167,4
2095,2095,-5.3843694,27.50822,7
2096,2096,45.980877,-15.738194,0
2097,2097,-42.7749,3.6766584,6
2098,2098,28.713095,-8.544662,2
2099,2099,2.2472558,-3.3255267,8
2100,2100,-26.18414,-14.40981,5
2101,2101,20.909338,-22.815283,2
2102,2102,-12.485981,12.396926,8
2103,2103,-21.370436,4.3507633,5
2104,2104,0.86540115,46.033962,7
2105,2105,-23.270609,-13.420656,3
2106,2106,35.920517,-10.321668,0
2107,2107,-11.288247,-8.589657,8
2108,2108,20.456434,-24.850832,2
2109,2109,1.9772818,35.59007,3
2110,2110,24.597357,-27.313395,2
2111,2111,0.62254757,6.1653566,8
2112,2112,16.971344,-15.959074,2
2113,2113,-27.522184,-3.2348926,5
2114,2114,-24.975468,-4.3221636,5
2115,2115,0.18199576,50.564304,7
2116,2116,-34.16367,-18.311813,6
2117,2117,26.06344,24.474964,4
2118,2118,44.481705,0.40308833,6
2119,2119,-16.089418,12.863364,8
2120,2120,16.922237,33.647068,4
2121,2121,-12.586501,8.35191,8
2122,2122,13.769021,-20.0644,2
2123,2123,-25.213247,34.734093,7
2124,2124,37.745228,30.479546,4
2125,2125,19.521252,16.602139,5
2126,2126,22.73376,-32.997173,2
2127,2127,40.74532,-6.959013,0
2128,2128,-10.631768,-17.679111,3
2129,2129,-3.7873683,18.10384,9
2130,2130,6.7338667,14.545526,4
2131,2131,-37.92804,4.095456,6
2132,2132,-6.4184976,35.5526,7
2133,2133,14.738353,-27.52011,2
2134,2134,-24.225374,11.870478,5
2135,2135,-23.827353,-47.25057,6
2136,2136,19.575731,-39.926964,1
2137,2137,-7.9807816,-51.20167,1
2138,2138,24.54451,-23.797735,2
2139,2139,-10.578849,-30.651146,3
2140,2140,-43.576458,20.139723,6
2141,2141,-3.5267363,36.358627,7
2142,2142,0.93222135,-0.9298733,8
2143,2143,-10.116121,29.848854,7
2144,2144,-43.441124,16.231495,6
2145,2145,44.285625,20.440048,4
2146,2146,-0.6753728,0.7580819,8
2147,2147,14.411359,13.402973,9
2148,2148,22.42657,20.976332,4
2149,2149,-3.2513657,16.145826,8
2150,2150,-37.28413,7.711838,6
2151,2151,-14.756647,-21.923141,3
2152,2152,-10.628347,0.5794225,8
2153,2153,-0.44955665,-26.629183,3
2154,2154,-8.954583,-40.250065,1
2155,2155,39.026688,-8.752118,0
2156,2156,-43.32659,-1.2509706,6
2157,2157,19.36546,-26.688446,2
2158,2158,14.676584,-19.856304,2
2159,2159,-19.401493,5.6908,5
2160,2160,-38.712402,-1.6181202,6
2161,2161,27.592836,5.5928493,9
2162,2162,-21.433758,-7.4785194,5
2163,2163,-0.87292254,0.88519907,8
2164,2164,5.767895,-46.9015,1
2165,2165,32.049896,34.73859,4
2166,2166,19.944527,-39.978306,1
2167,2167,-22.153639,34.530235,7
2168,2168,20.524195,-26.048088,8
2169,2169,32.3242,23.386831,4
2170,2170,-40.780613,18.196991,6
2171,2171,19.199306,-46.042526,1
2172,2172,-0.22703476,6.6054864,8
2173,2173,29.741987,35.337643,4
2174,2174,-8.600501,-22.206915,3
2175,2175,-5.800882,-53.177425,1
2176,2176,19.72388,-13.480439,2
2177,2177,-4.443992,-6.1956716,8
2178,2178,38.322132,-6.322854,0
2179,2179,-0.15711473,2.513596,8
2180,2180,-25.065533,-16.622309,5
2181,2181,30.227266,11.054158,9
2182,2182,14.139872,-22.516304,1
2183,2183,38.76663,31.987331,4
2184,2184,20.35679,-33.44423,2
2185,2185,37.469036,-26.63379,0
2186,2186,28.25037,-7.211122,2
2187,2187,-11.459117,35.18051,7
2188,2188,46.204506,-22.91795,0
2189,2189,-3.0771284,25.9823,9
2190,2190,35.54578,-21.1307,0
2191,2191,23.968927,-26.249823,2
2192,2192,-27.351353,-17.279299,5
2193,2193,-25.871767,30.444702,7
2194,2194,-42.670364,2.7432249,6
2195,2195,-28.777227,39.017555,7
2196,2196,17.483498,16.972948,9
2197,2197,14.25381,30.423265,4
2198,2198,15.459657,-21.056915,2
2199,2199,-39.312157,-20.705982,6
2200,2200,21.767002,-34.25634,2
2201,2201,38.031136,19.198557,4
2202,2202,12.6602,32.54812,4
2203,2203,-0.07112883,-1.5327445,8
2204,2204,36.167744,-24.091192,0
2205,2205,20.321095,37.118732,4
2206,2206,26.371332,24.397364,4
2207,2207,-22.113863,3.570875,5
2208,2208,-3.736406,1.0591564,8
2209,2209,34.539078,-21.3076,0
2210,2210,-38.11306,2.639732,6
2211,2211,0.47596598,6.067677,8
2212,2212,8.51865,12.853939,9
2213,2213,-0.2495445,4.1513047,8
2214,2214,-24.341972,-19.4559,5
2215,2215,-49.718193,9.4094095,6
2216,2216,22.975983,12.759965,9
2217,2217,50.80855,-1.6983681,0
2218,2218,28.73272,24.888216,4
2219,2219,2.0961006,5.1113677,8
2220,2220,-12.039445,40.992195,7
2221,2221,-30.80816,-36.705517,1
2222,2222,-14.967592,-25.275797,3
2223,2223,23.686104,34.90505,4
2224,2224,-37.230705,11.615829,5
2225,2225,-4.7481804,1.413601,8
2226,2226,39.540665,-18.745958,0
2227,2227,27.560623,14.237865,9
2228,2228,-11.186095,-44.294624,1
2229,2229,-4.4141726,-10.101462,3
2230,2230,-3.409718,-28.513979,3
2231,2231,-47.502228,9.65856,6
2232,2232,11.627797,16.837748,9
2233,2233,4.284208,2.1634252,8
2234,2234,-11.742172,31.879852,7
2235,2235,-29.254015,-32.6041,1
2236,2236,47.012672,-12.4693,0
2237,2237,-14.300434,-8.173712,5
2238,2238,-11.338828,31.831999,7
2239,2239,-6.4240007,-52.39232,1
2240,2240,0.42881823,46.909416,7
2241,2241,-27.60926,14.761907,5
2242,2242,20.180231,-23.236221,2
2243,2243,-5.710368,36.691826,7
2244,2244,10.383814,18.408358,9
2245,2245,-4.7133455,-53.75713,1
2246,2246,-7.9752865,4.6726966,8
2247,2247,-19.175081,-8.765808,5
2248,2248,22.689842,-20.33259,2
2249,2249,37.27047,30.238777,4
2250,2250,4.7869186,26.223284,9
2251,2251,40.606583,19.229319,4
2252,2252,-8.306633,31.766691,7
2253,2253,20.454775,1.1957922,2
2254,2254,25.205242,-6.592048,2
2255,2255,-7.8291316,-19.85224,3
2256,2256,42.287075,23.196793,4
2257,2257,24.462389,8.783195,9
2258,2258,-21.068838,-41.73977,1
2259,2259,30.099218,6.6820283,9
2260,2260,23.858719,-11.354253,2
2261,2261,-19.0944,-34.629063,1
2262,2262,-13.337155,32.85051,7
2263,2263,33.294888,10.976068,9
2264,2264,36.532158,29.88194,4
2265,2265,24.495146,27.382925,4
2266,2266,11.535816,-30.56439,1
2267,2267,-47.78725,-2.439884,6
2268,2268,-17.720867,46.786148,7
2269,2269,15.212048,-27.934778,2
2270,2270,-19.272038,31.98529,7
2271,2271,-4.3116355,7.1393914,8
2272,2272,-11.722754,-8.821059,8
2273,2273,-15.671004,-40.112694,1
2274,2274,17.134321,11.536453,9
2275,2275,-9.13837,36.90774,7
2276,2276,16.390455,-48.027348,1
2277,2277,-11.369048,-43.69194,1
2278,2278,-14.950595,43.108955,7
2279,2279,-21.753395,-17.46,5
2280,2280,-14.000144,-23.745388,3
2281,2281,-10.086938,-24.176994,3
2282,2282,-28.808067,-4.273877,5
2283,2283,-2.6655018,-42.860065,1
2284,2284,-12.702161,-20.54312,3
2285,2285,-11.952977,37.64436,7
2286,2286,-43.935547,15.98869,6
2287,2287,13.902319,-42.242344,1
2288,2288,-18.49496,-23.443228,3
2289,2289,-1.645713,3.1532156,8
2290,2290,-8.111025,30.94046,7
2291,2291,-20.567171,-7.943669,5
2292,2292,26.481037,6.337033,9
2293,2293,-48.7646,14.630611,9
2294,2294,52.423996,-4.347757,0
2295,2295,51.46672,-1.9829215,0
2296,2296,19.22902,-26.521923,2
2297,2297,-2.8415985,1.1921566,8
2298,2298,-12.909302,2.5692828,8
2299,2299,-23.404896,29.05435,2
2300,2300,-15.466463,-17.81466,3
2301,2301,-11.992498,32.03104,7
2302,2302,-10.669126,-39.110382,1
2303,2303,-9.060627,-24.968029,3
2304,2304,49.407604,2.267532,0
2305,2305,8.44478,-21.135353,3
2306,2306,23.0236,35.035038,4
2307,2307,20.152071,32.892334,4
2308,2308,-0.111277424,-21.88786,3
2309,2309,-5.7103863,2.002269,8
2310,2310,21.058592,14.608224,9
2311,2311,13.521197,-19.380127,2
2312,2312,-0.9785182,-13.86862,3
2313,2313,23.015635,6.232164,9
2314,2314,-27.22862,31.980305,7
2315,2315,4.069701,-46.46211,1
2316,2316,7.5620856,-44.215733,1
2317,2317,0.9818565,46.10775,7
2318,2318,44.83096,-16.45067,0
2319,2319,39.937027,31.286903,4
2320,2320,19.97137,6.6539598,9
2321,2321,-40.768368,12.817922,6
2322,2322,-25.035557,-13.727694,5
2323,2323,23.813951,11.217179,9
2324,2324,3.939695,-40.186028,1
2325,2325,-3.7264636,30.988445,7
2326,2326,41.038483,-8.345433,0
2327,2327,17.76665,-24.406134,2
2328,2328,41.622643,-6.9574847,0
2329,2329,37.413834,-6.717339,0
2330,2330,34.709686,26.137281,4
2331,2331,-44.76059,9.265492,6
2332,2332,-7.8072577,43.20376,7
2333,2333,39.305218,-9.527441,0
2334,2334,-28.09441,30.637114,7
2335,2335,8.759504,-42.660507,1
2336,2336,25.575916,36.86516,4
2337,2337,-43.07711,19.35751,6
2338,2338,42.116108,19.498707,4
2339,2339,-19.250336,2.7991626,5
2340,2340,33.94037,35.253048,4
2341,2341,32.070705,12.873685,9
2342,2342,24.666466,7.6446195,9
2343,2343,-8.154288,-49.46057,1
2344,2344,-0.82302845,43.80966,7
2345,2345,14.241976,15.674843,9
2346,2346,-19.45668,-5.073929,5
2347,2347,-7.0738783,-25.201694,3
2348,2348,1.2445428,-11.156841,3
2349,2349,-0.57382643,6.9113684,8
2350,2350,20.566893,-8.064464,2
2351,2351,-18.867975,-26.655891,3
2352,2352,-43.307056,14.199682,6
2353,2353,20.883049,-31.926035,2
2354,2354,22.901068,-29.011026,2
2355,2355,-0.15363888,-38.11769,1
2356,2356,16.273897,-44.056156,1
2357,2357,-9.264449,-49.710762,1
2358,2358,8.369529,-33.544323,1
2359,2359,-6.689908,-50.51855,1
2360,2360,-43.674362,11.78138,6
2361,2361,4.3853145,26.46407,9
